fold,objective,revenue_mae,cogs_mae,score,bias_rev_pct,bias_cogs_pct
fold_2020,tweedie,774607.3942089708,524885.3185171086,984561.5216158143,-3.716192695185805,10.35098427009704
fold_2021,tweedie,633571.1343174195,499111.1115682137,833215.578944705,-13.911104911336858,-4.237119319632909
fold_2022,tweedie,816188.6932216072,568828.68862628,1043720.1686721193,-19.159561491294706,-2.1901997208676915
fold_2020,poisson,671156.7862649973,521367.39835653896,879703.7456076129,0.5180010415003267,9.613197128452523
fold_2021,poisson,618640.528829998,501812.3891428143,819365.4844871238,-10.957274149695206,-4.522674704716834
fold_2022,poisson,712404.0168534637,696973.118853885,991193.2643950176,-13.810379660070616,8.549963734437238
fold_2020,regression,764341.7514329815,589389.7474361592,1000097.6504074452,15.913470001616048,16.766623210922017
fold_2021,regression,582649.7967050943,531809.0136518094,795373.402165818,-0.9002383471108155,6.934711739120725
fold_2022,regression,672556.1016559175,555427.4622464795,894727.0865545092,-10.735462963406473,1.538056141737143
